question_id,prompt,correct_answer,distractor
386,"Q: Which word has more letters, ""sing"" or ""shower""?
A:",shower,sing
387,"Q: Which word has more letters, ""stop"" or ""climb""?
A:",climb,stop
388,"Q: Which word has more letters, ""cola"" or ""surfing""?
A:",surfing,cola
389,"Q: Which word has more letters, ""menu"" or ""round""?
A:",round,menu
390,"Q: Which word has more letters, ""smoking"" or ""deck""?
A:",smoking,deck
391,"Q: Which word has more letters, ""cold"" or ""money""?
A:",money,cold
392,"Q: Which word has more letters, ""mug"" or ""train""?
A:",train,mug
393,"Q: Which word has more letters, ""question"" or ""music""?
A:",question,music
394,"Q: Which word has more letters, ""so"" or ""plant""?
A:",plant,so
395,"Q: Which word has more letters, ""write"" or ""bus""?
A:",write,bus
396,"Q: Which word has more letters, ""carpet"" or ""build""?
A:",carpet,build
397,"Q: Which word has more letters, ""hotel"" or ""push""?
A:",hotel,push
398,"Q: Which word has more letters, ""worst"" or ""comb""?
A:",worst,comb
399,"Q: Which word has more letters, ""foreign"" or ""pray""?
A:",foreign,pray
400,"Q: Which word has more letters, ""bag"" or ""lunch""?
A:",lunch,bag
401,"Q: Which word has more letters, ""mistake"" or ""party""?
A:",mistake,party
402,"Q: Which word has more letters, ""fog"" or ""change""?
A:",change,fog
403,"Q: Which word has more letters, ""nose"" or ""thing""?
A:",thing,nose
404,"Q: Which word has more letters, ""lucky"" or ""out""?
A:",lucky,out
405,"Q: Which word has more letters, ""south"" or ""cry""?
A:",south,cry
406,"Q: Which word has more letters, ""be"" or ""cola""?
A:",cola,be
407,"Q: Which word has more letters, ""instead"" or ""cap""?
A:",instead,cap
408,"Q: Which word has more letters, ""move"" or ""bat""?
A:",move,bat
409,"Q: Which word has more letters, ""cap"" or ""special""?
A:",special,cap
410,"Q: Which word has more letters, ""plant"" or ""war""?
A:",plant,war
411,"Q: Which word has more letters, ""car"" or ""shirt""?
A:",shirt,car
412,"Q: Which word has more letters, ""slim"" or ""young""?
A:",young,slim
413,"Q: Which word has more letters, ""die"" or ""subject""?
A:",subject,die
414,"Q: Which word has more letters, ""chair"" or ""sink""?
A:",chair,sink
415,"Q: Which word has more letters, ""how"" or ""player""?
A:",player,how
416,"Q: Which word has more letters, ""various"" or ""windy""?
A:",various,windy
417,"Q: Which word has more letters, ""bad"" or ""anymore""?
A:",anymore,bad
418,"Q: Which word has more letters, ""heavy"" or ""they""?
A:",heavy,they
419,"Q: Which word has more letters, ""hers"" or ""problem""?
A:",problem,hers
420,"Q: Which word has more letters, ""itself"" or ""rice""?
A:",itself,rice
421,"Q: Which word has more letters, ""danger"" or ""kite""?
A:",danger,kite
422,"Q: Which word has more letters, ""history"" or ""team""?
A:",history,team
423,"Q: Which word has more letters, ""type"" or ""radio""?
A:",radio,type
424,"Q: Which word has more letters, ""nature"" or ""boy""?
A:",nature,boy
425,"Q: Which word has more letters, ""extra"" or ""name""?
A:",extra,name
426,"Q: Which word has more letters, ""ham"" or ""hair""?
A:",hair,ham
427,"Q: Which word has more letters, ""oil"" or ""work""?
A:",work,oil
428,"Q: Which word has more letters, ""around"" or ""face""?
A:",around,face
429,"Q: Which word has more letters, ""it"" or ""stay""?
A:",stay,it
430,"Q: Which word has more letters, ""folder"" or ""climb""?
A:",folder,climb
431,"Q: Which word has more letters, ""close"" or ""arm""?
A:",close,arm
432,"Q: Which word has more letters, ""father"" or ""bank""?
A:",father,bank
433,"Q: Which word has more letters, ""you"" or ""club""?
A:",club,you
434,"Q: Which word has more letters, ""best"" or ""empty""?
A:",empty,best
435,"Q: Which word has more letters, ""yours"" or ""winter""?
A:",winter,yours
436,"Q: Which word has more letters, ""favorite"" or ""hard""?
A:",favorite,hard
437,"Q: Which word has more letters, ""notice"" or ""come""?
A:",notice,come
438,"Q: Which word has more letters, ""near"" or ""young""?
A:",young,near
439,"Q: Which word has more letters, ""knife"" or ""ear""?
A:",knife,ear
440,"Q: Which word has more letters, ""sign"" or ""spring""?
A:",spring,sign
441,"Q: Which word has more letters, ""old"" or ""bike""?
A:",bike,old
442,"Q: Which word has more letters, ""fried"" or ""new""?
A:",fried,new
443,"Q: Which word has more letters, ""date"" or ""new""?
A:",date,new
444,"Q: Which word has more letters, ""pear"" or ""playground""?
A:",playground,pear
445,"Q: Which word has more letters, ""platform"" or ""broken""?
A:",platform,broken
446,"Q: Which word has more letters, ""company"" or ""sofa""?
A:",company,sofa
447,"Q: Which word has more letters, ""easily"" or ""twice""?
A:",easily,twice
448,"Q: Which word has more letters, ""soup"" or ""thanks""?
A:",thanks,soup
449,"Q: Which word has more letters, ""your"" or ""various""?
A:",various,your
450,"Q: Which word has more letters, ""now"" or ""person""?
A:",person,now
451,"Q: Which word has more letters, ""half"" or ""thanks""?
A:",thanks,half
452,"Q: Which word has more letters, ""pet"" or ""hour""?
A:",hour,pet
453,"Q: Which word has more letters, ""forget"" or ""picture""?
A:",picture,forget
454,"Q: Which word has more letters, ""bean"" or ""plane""?
A:",plane,bean
455,"Q: Which word has more letters, ""run"" or ""himself""?
A:",himself,run
456,"Q: Which word has more letters, ""strange"" or ""daughter""?
A:",daughter,strange
457,"Q: Which word has more letters, ""carpet"" or ""factory""?
A:",factory,carpet
458,"Q: Which word has more letters, ""on"" or ""software""?
A:",software,on
459,"Q: Which word has more letters, ""soul"" or ""beard""?
A:",beard,soul
460,"Q: Which word has more letters, ""store"" or ""life""?
A:",store,life
461,"Q: Which word has more letters, ""rain"" or ""monkey""?
A:",monkey,rain
462,"Q: Which word has more letters, ""use"" or ""study""?
A:",study,use
463,"Q: Which word has more letters, ""suit"" or ""above""?
A:",above,suit
464,"Q: Which word has more letters, ""news"" or ""quite""?
A:",quite,news
465,"Q: Which word has more letters, ""win"" or ""golf""?
A:",golf,win
466,"Q: Which word has more letters, ""make"" or ""magic""?
A:",magic,make
467,"Q: Which word has more letters, ""bring"" or ""jacket""?
A:",jacket,bring
468,"Q: Which word has more letters, ""yet"" or ""board""?
A:",board,yet
469,"Q: Which word has more letters, ""out"" or ""gate""?
A:",gate,out
470,"Q: Which word has more letters, ""when"" or ""kitchen""?
A:",kitchen,when
471,"Q: Which word has more letters, ""wide"" or ""mix""?
A:",wide,mix
472,"Q: Which word has more letters, ""mad"" or ""it""?
A:",mad,it
473,"Q: Which word has more letters, ""soul"" or ""sauce""?
A:",sauce,soul
474,"Q: Which word has more letters, ""bank"" or ""keyboard""?
A:",keyboard,bank
475,"Q: Which word has more letters, ""story"" or ""pair""?
A:",story,pair
476,"Q: Which word has more letters, ""single"" or ""thin""?
A:",single,thin
477,"Q: Which word has more letters, ""cash"" or ""movie""?
A:",movie,cash
478,"Q: Which word has more letters, ""mango"" or ""drawing""?
A:",drawing,mango
479,"Q: Which word has more letters, ""dish"" or ""cabinet""?
A:",cabinet,dish
480,"Q: Which word has more letters, ""dance"" or ""kite""?
A:",dance,kite
481,"Q: Which word has more letters, ""ring"" or ""quiet""?
A:",quiet,ring
482,"Q: Which word has more letters, ""ocean"" or ""idea""?
A:",ocean,idea
483,"Q: Which word has more letters, ""quick"" or ""your""?
A:",quick,your
484,"Q: Which word has more letters, ""brain"" or ""east""?
A:",brain,east
485,"Q: Which word has more letters, ""chemistry"" or ""details""?
A:",chemistry,details
486,"Q: Which word has more letters, ""ocean"" or ""jacket""?
A:",jacket,ocean
487,"Q: Which word has more letters, ""pair"" or ""win""?
A:",pair,win
488,"Q: Which word has more letters, ""singer"" or ""wife""?
A:",singer,wife
489,"Q: Which word has more letters, ""car"" or ""trip""?
A:",trip,car
490,"Q: Which word has more letters, ""son"" or ""badly""?
A:",badly,son
491,"Q: Which word has more letters, ""person"" or ""nice""?
A:",person,nice
492,"Q: Which word has more letters, ""block"" or ""painter""?
A:",painter,block
493,"Q: Which word has more letters, ""match"" or ""snow""?
A:",match,snow
494,"Q: Which word has more letters, ""guide"" or ""yeah""?
A:",guide,yeah
495,"Q: Which word has more letters, ""instead"" or ""hold""?
A:",instead,hold
496,"Q: Which word has more letters, ""course"" or ""deck""?
A:",course,deck
497,"Q: Which word has more letters, ""blouse"" or ""quickly""?
A:",quickly,blouse
498,"Q: Which word has more letters, ""key"" or ""bear""?
A:",bear,key
499,"Q: Which word has more letters, ""guitar"" or ""rest""?
A:",guitar,rest
500,"Q: Which word has more letters, ""cost"" or ""close""?
A:",close,cost
501,"Q: Which word has more letters, ""round"" or ""menu""?
A:",round,menu
502,"Q: Which word has more letters, ""stage"" or ""poster""?
A:",poster,stage
503,"Q: Which word has more letters, ""water"" or ""box""?
A:",water,box
504,"Q: Which word has more letters, ""cent"" or ""eat""?
A:",cent,eat
505,"Q: Which word has more letters, ""each"" or ""anymore""?
A:",anymore,each
506,"Q: Which word has more letters, ""low"" or ""size""?
A:",size,low
507,"Q: Which word has more letters, ""so"" or ""must""?
A:",must,so
508,"Q: Which word has more letters, ""wonderful"" or ""them""?
A:",wonderful,them
509,"Q: Which word has more letters, ""spring"" or ""shoe""?
A:",spring,shoe
510,"Q: Which word has more letters, ""war"" or ""wrong""?
A:",wrong,war
511,"Q: Which word has more letters, ""strong"" or ""document""?
A:",document,strong
512,"Q: Which word has more letters, ""cheap"" or ""hers""?
A:",cheap,hers
513,"Q: Which word has more letters, ""later"" or ""cloudy""?
A:",cloudy,later
514,"Q: Which word has more letters, ""certainly"" or ""during""?
A:",certainly,during
515,"Q: Which word has more letters, ""bank"" or ""eat""?
A:",bank,eat
516,"Q: Which word has more letters, ""fruit"" or ""math""?
A:",fruit,math
517,"Q: Which word has more letters, ""his"" or ""rent""?
A:",rent,his
518,"Q: Which word has more letters, ""details"" or ""purse""?
A:",details,purse
519,"Q: Which word has more letters, ""right"" or ""most""?
A:",right,most
520,"Q: Which word has more letters, ""guide"" or ""enough""?
A:",enough,guide
521,"Q: Which word has more letters, ""anymore"" or ""guide""?
A:",anymore,guide
522,"Q: Which word has more letters, ""eat"" or ""page""?
A:",page,eat
523,"Q: Which word has more letters, ""until"" or ""bag""?
A:",until,bag
524,"Q: Which word has more letters, ""itself"" or ""save""?
A:",itself,save
525,"Q: Which word has more letters, ""coat"" or ""machine""?
A:",machine,coat
526,"Q: Which word has more letters, ""mother"" or ""write""?
A:",mother,write
527,"Q: Which word has more letters, ""listen"" or ""tired""?
A:",listen,tired
528,"Q: Which word has more letters, ""nature"" or ""lazy""?
A:",nature,lazy
529,"Q: Which word has more letters, ""kilo"" or ""along""?
A:",along,kilo
530,"Q: Which word has more letters, ""rich"" or ""reason""?
A:",reason,rich
531,"Q: Which word has more letters, ""uniform"" or ""neighbor""?
A:",neighbor,uniform
532,"Q: Which word has more letters, ""customer"" or ""cream""?
A:",customer,cream
533,"Q: Which word has more letters, ""the"" or ""badly""?
A:",badly,the
534,"Q: Which word has more letters, ""so"" or ""birthday""?
A:",birthday,so
535,"Q: Which word has more letters, ""us"" or ""pig""?
A:",pig,us
536,"Q: Which word has more letters, ""computer"" or ""nurse""?
A:",computer,nurse
537,"Q: Which word has more letters, ""up"" or ""anymore""?
A:",anymore,up
538,"Q: Which word has more letters, ""rich"" or ""angry""?
A:",angry,rich
539,"Q: Which word has more letters, ""menu"" or ""person""?
A:",person,menu
540,"Q: Which word has more letters, ""great"" or ""bird""?
A:",great,bird
541,"Q: Which word has more letters, ""lucky"" or ""single""?
A:",single,lucky
542,"Q: Which word has more letters, ""enough"" or ""be""?
A:",enough,be
543,"Q: Which word has more letters, ""advice"" or ""belt""?
A:",advice,belt
544,"Q: Which word has more letters, ""walk"" or ""broken""?
A:",broken,walk
545,"Q: Which word has more letters, ""plate"" or ""pet""?
A:",plate,pet
546,"Q: Which word has more letters, ""size"" or ""who""?
A:",size,who
547,"Q: Which word has more letters, ""oh"" or ""ocean""?
A:",ocean,oh
548,"Q: Which word has more letters, ""piano"" or ""problem""?
A:",problem,piano
549,"Q: Which word has more letters, ""husband"" or ""point""?
A:",husband,point
550,"Q: Which word has more letters, ""mad"" or ""horse""?
A:",horse,mad
551,"Q: Which word has more letters, ""neck"" or ""skating""?
A:",skating,neck
552,"Q: Which word has more letters, ""reading"" or ""put""?
A:",reading,put
553,"Q: Which word has more letters, ""play"" or ""sky""?
A:",play,sky
554,"Q: Which word has more letters, ""on"" or ""chat""?
A:",chat,on
555,"Q: Which word has more letters, ""crazy"" or ""page""?
A:",crazy,page
556,"Q: Which word has more letters, ""reason"" or ""plate""?
A:",reason,plate
557,"Q: Which word has more letters, ""document"" or ""horse""?
A:",document,horse
558,"Q: Which word has more letters, ""musical"" or ""clown""?
A:",musical,clown
559,"Q: Which word has more letters, ""racket"" or ""their""?
A:",racket,their
560,"Q: Which word has more letters, ""fact"" or ""music""?
A:",music,fact
561,"Q: Which word has more letters, ""bye"" or ""write""?
A:",write,bye
562,"Q: Which word has more letters, ""actor"" or ""exam""?
A:",actor,exam
563,"Q: Which word has more letters, ""fresh"" or ""fire""?
A:",fresh,fire
564,"Q: Which word has more letters, ""under"" or ""boat""?
A:",under,boat
565,"Q: Which word has more letters, ""magic"" or ""in""?
A:",magic,in
566,"Q: Which word has more letters, ""rap"" or ""pain""?
A:",pain,rap
567,"Q: Which word has more letters, ""buy"" or ""singer""?
A:",singer,buy
568,"Q: Which word has more letters, ""curtain"" or ""car""?
A:",curtain,car
569,"Q: Which word has more letters, ""money"" or ""person""?
A:",person,money
570,"Q: Which word has more letters, ""at"" or ""bank""?
A:",bank,at
571,"Q: Which word has more letters, ""flower"" or ""extra""?
A:",flower,extra
572,"Q: Which word has more letters, ""bag"" or ""board""?
A:",board,bag
573,"Q: Which word has more letters, ""answer"" or ""grape""?
A:",answer,grape
574,"Q: Which word has more letters, ""age"" or ""stomach""?
A:",stomach,age
575,"Q: Which word has more letters, ""menu"" or ""neighbor""?
A:",neighbor,menu
576,"Q: Which word has more letters, ""brain"" or ""girl""?
A:",brain,girl
577,"Q: Which word has more letters, ""rich"" or ""me""?
A:",rich,me
578,"Q: Which word has more letters, ""back"" or ""flower""?
A:",flower,back
579,"Q: Which word has more letters, ""rich"" or ""strange""?
A:",strange,rich
580,"Q: Which word has more letters, ""fried"" or ""file""?
A:",fried,file
581,"Q: Which word has more letters, ""toe"" or ""sock""?
A:",sock,toe
582,"Q: Which word has more letters, ""deck"" or ""final""?
A:",final,deck
583,"Q: Which word has more letters, ""brown"" or ""mosque""?
A:",mosque,brown
584,"Q: Which word has more letters, ""belt"" or ""its""?
A:",belt,its
585,"Q: Which word has more letters, ""north"" or ""run""?
A:",north,run
586,"Q: Which word has more letters, ""write"" or ""our""?
A:",write,our
587,"Q: Which word has more letters, ""mother"" or ""other""?
A:",mother,other
588,"Q: Which word has more letters, ""friendly"" or ""lift""?
A:",friendly,lift
589,"Q: Which word has more letters, ""various"" or ""take""?
A:",various,take
590,"Q: Which word has more letters, ""about"" or ""belt""?
A:",about,belt
591,"Q: Which word has more letters, ""many"" or ""delay""?
A:",delay,many
592,"Q: Which word has more letters, ""rap"" or ""tire""?
A:",tire,rap
593,"Q: Which word has more letters, ""improve"" or ""our""?
A:",improve,our
