question_id,prompt,correct_answer,distractor
306,"Q: Which word rhymes with the word ""across"", ""sauce"" or ""easygoing""?
A:",sauce,easygoing
307,"Q: Which word rhymes with the word ""should"", ""tights"" or ""would""?
A:",would,tights
308,"Q: Which word rhymes with the word ""hunt"", ""who"" or ""front""?
A:",front,who
309,"Q: Which word rhymes with the word ""square"", ""repair"" or ""through""?
A:",repair,through
310,"Q: Which word rhymes with the word ""cage"", ""mushroom"" or ""page""?
A:",page,mushroom
311,"Q: Which word rhymes with the word ""stall"", ""line"" or ""hall""?
A:",hall,line
312,"Q: Which word rhymes with the word ""wave"", ""shave"" or ""comma""?
A:",shave,comma
313,"Q: Which word rhymes with the word ""cross"", ""sauce"" or ""king""?
A:",sauce,king
314,"Q: Which word rhymes with the word ""kill"", ""industry"" or ""grill""?
A:",grill,industry
315,"Q: Which word rhymes with the word ""vote"", ""promote"" or ""island""?
A:",promote,island
316,"Q: Which word rhymes with the word ""folder"", ""balcony"" or ""shoulder""?
A:",shoulder,balcony
317,"Q: Which word rhymes with the word ""shoulder"", ""folder"" or ""install""?
A:",folder,install
318,"Q: Which word rhymes with the word ""large"", ""charge"" or ""suitable""?
A:",charge,suitable
319,"Q: Which word rhymes with the word ""rise"", ""prize"" or ""murder""?
A:",prize,murder
320,"Q: Which word rhymes with the word ""tent"", ""rent"" or ""from""?
A:",rent,from
321,"Q: Which word rhymes with the word ""theirs"", ""upstairs"" or ""shorts""?
A:",upstairs,shorts
322,"Q: Which word rhymes with the word ""gallery"", ""salary"" or ""honeymoon""?
A:",salary,honeymoon
323,"Q: Which word rhymes with the word ""scared"", ""here"" or ""prepared""?
A:",prepared,here
324,"Q: Which word rhymes with the word ""much"", ""touch"" or ""absolutely""?
A:",touch,absolutely
325,"Q: Which word rhymes with the word ""deck"", ""sports"" or ""neck""?
A:",neck,sports
326,"Q: Which word rhymes with the word ""street"", ""something"" or ""eat""?
A:",eat,something
327,"Q: Which word rhymes with the word ""hold"", ""sandy"" or ""gold""?
A:",gold,sandy
328,"Q: Which word rhymes with the word ""rent"", ""century"" or ""tent""?
A:",tent,century
329,"Q: Which word rhymes with the word ""block"", ""rock"" or ""honeymoon""?
A:",rock,honeymoon
330,"Q: Which word rhymes with the word ""guest"", ""breast"" or ""comfortable""?
A:",breast,comfortable
331,"Q: Which word rhymes with the word ""too"", ""disabled"" or ""you""?
A:",you,disabled
332,"Q: Which word rhymes with the word ""writer"", ""lighter"" or ""breast""?
A:",lighter,breast
333,"Q: Which word rhymes with the word ""sightseeing"", ""sea"" or ""skiing""?
A:",skiing,sea
334,"Q: Which word rhymes with the word ""change"", ""strange"" or ""not""?
A:",strange,not
335,"Q: Which word rhymes with the word ""kilo"", ""power"" or ""pillow""?
A:",pillow,power
336,"Q: Which word rhymes with the word ""dish"", ""fish"" or ""wave""?
A:",fish,wave
337,"Q: Which word rhymes with the word ""dirt"", ""hurt"" or ""clown""?
A:",hurt,clown
338,"Q: Which word rhymes with the word ""provide"", ""wide"" or ""crazy""?
A:",wide,crazy
339,"Q: Which word rhymes with the word ""note"", ""goat"" or ""pattern""?
A:",goat,pattern
340,"Q: Which word rhymes with the word ""death"", ""wage"" or ""breath""?
A:",breath,wage
341,"Q: Which word rhymes with the word ""height"", ""despite"" or ""very""?
A:",despite,very
342,"Q: Which word rhymes with the word ""enjoy"", ""seat"" or ""boy""?
A:",boy,seat
343,"Q: Which word rhymes with the word ""early"", ""curly"" or ""earn""?
A:",curly,earn
344,"Q: Which word rhymes with the word ""meal"", ""real"" or ""common""?
A:",real,common
345,"Q: Which word rhymes with the word ""correction"", ""sad"" or ""election""?
A:",election,sad
346,"Q: Which word rhymes with the word ""bored"", ""board"" or ""mall""?
A:",board,mall
347,"Q: Which word rhymes with the word ""disease"", ""dull"" or ""freeze""?
A:",freeze,dull
348,"Q: Which word rhymes with the word ""sign"", ""line"" or ""pillow""?
A:",line,pillow
349,"Q: Which word rhymes with the word ""they"", ""say"" or ""how""?
A:",say,how
350,"Q: Which word rhymes with the word ""weather"", ""altogether"" or ""include""?
A:",altogether,include
351,"Q: Which word rhymes with the word ""grass"", ""cry"" or ""gas""?
A:",gas,cry
352,"Q: Which word rhymes with the word ""star"", ""bar"" or ""prescription""?
A:",bar,prescription
353,"Q: Which word rhymes with the word ""bee"", ""she"" or ""banking""?
A:",she,banking
354,"Q: Which word rhymes with the word ""mess"", ""garbage"" or ""dress""?
A:",dress,garbage
355,"Q: Which word rhymes with the word ""tiny"", ""garage"" or ""shiny""?
A:",shiny,garage
356,"Q: Which word rhymes with the word ""mix"", ""fix"" or ""champion""?
A:",fix,champion
357,"Q: Which word rhymes with the word ""postpone"", ""earn"" or ""bone""?
A:",bone,earn
358,"Q: Which word rhymes with the word ""switch"", ""leader"" or ""rich""?
A:",rich,leader
359,"Q: Which word rhymes with the word ""guy"", ""badly"" or ""eye""?
A:",eye,badly
360,"Q: Which word rhymes with the word ""wear"", ""annual"" or ""declare""?
A:",declare,annual
361,"Q: Which word rhymes with the word ""pretty"", ""city"" or ""curtain""?
A:",city,curtain
362,"Q: Which word rhymes with the word ""main"", ""member"" or ""stain""?
A:",stain,member
363,"Q: Which word rhymes with the word ""shiny"", ""pleasure"" or ""tiny""?
A:",tiny,pleasure
364,"Q: Which word rhymes with the word ""turn"", ""borrow"" or ""learn""?
A:",learn,borrow
365,"Q: Which word rhymes with the word ""application"", ""young"" or ""registration""?
A:",registration,young
366,"Q: Which word rhymes with the word ""nearby"", ""apart"" or ""buy""?
A:",buy,apart
367,"Q: Which word rhymes with the word ""engineer"", ""jazz"" or ""clear""?
A:",clear,jazz
368,"Q: Which word rhymes with the word ""altogether"", ""unknown"" or ""weather""?
A:",weather,unknown
369,"Q: Which word rhymes with the word ""stay"", ""breathe"" or ""they""?
A:",they,breathe
370,"Q: Which word rhymes with the word ""shy"", ""finish"" or ""pie""?
A:",pie,finish
371,"Q: Which word rhymes with the word ""relation"", ""drawer"" or ""generation""?
A:",generation,drawer
372,"Q: Which word rhymes with the word ""tire"", ""die"" or ""buyer""?
A:",buyer,die
373,"Q: Which word rhymes with the word ""warning"", ""helpful"" or ""morning""?
A:",morning,helpful
374,"Q: Which word rhymes with the word ""wet"", ""set"" or ""incredible""?
A:",set,incredible
375,"Q: Which word rhymes with the word ""car"", ""initial"" or ""star""?
A:",star,initial
376,"Q: Which word rhymes with the word ""liter"", ""meter"" or ""department""?
A:",meter,department
377,"Q: Which word rhymes with the word ""pan"", ""lazy"" or ""man""?
A:",man,lazy
378,"Q: Which word rhymes with the word ""barber"", ""hide"" or ""harbor""?
A:",harbor,hide
379,"Q: Which word rhymes with the word ""foot"", ""box"" or ""put""?
A:",put,box
380,"Q: Which word rhymes with the word ""stairs"", ""theirs"" or ""after""?
A:",theirs,after
381,"Q: Which word rhymes with the word ""exam"", ""tram"" or ""cupboard""?
A:",tram,cupboard
382,"Q: Which word rhymes with the word ""bridge"", ""fridge"" or ""forehead""?
A:",fridge,forehead
383,"Q: Which word rhymes with the word ""breast"", ""might"" or ""west""?
A:",west,might
384,"Q: Which word rhymes with the word ""knit"", ""stone"" or ""kit""?
A:",kit,stone
385,"Q: Which word rhymes with the word ""immigration"", ""relaxation"" or ""compare""?
A:",relaxation,compare
386,"Q: Which word rhymes with the word ""description"", ""kiss"" or ""prescription""?
A:",prescription,kiss
387,"Q: Which word rhymes with the word ""same"", ""name"" or ""charge""?
A:",name,charge
388,"Q: Which word rhymes with the word ""fill"", ""hill"" or ""scientific""?
A:",hill,scientific
389,"Q: Which word rhymes with the word ""you"", ""shampoo"" or ""afternoon""?
A:",shampoo,afternoon
390,"Q: Which word rhymes with the word ""stressed"", ""arrest"" or ""toothpaste""?
A:",arrest,toothpaste
391,"Q: Which word rhymes with the word ""please"", ""necklace"" or ""cheese""?
A:",cheese,necklace
392,"Q: Which word rhymes with the word ""leather"", ""little"" or ""altogether""?
A:",altogether,little
393,"Q: Which word rhymes with the word ""car"", ""menu"" or ""star""?
A:",star,menu
394,"Q: Which word rhymes with the word ""ache"", ""snake"" or ""rainy""?
A:",snake,rainy
395,"Q: Which word rhymes with the word ""stop"", ""pop"" or ""surfing""?
A:",pop,surfing
396,"Q: Which word rhymes with the word ""himself"", ""itself"" or ""chemistry""?
A:",itself,chemistry
397,"Q: Which word rhymes with the word ""rain"", ""tasty"" or ""chain""?
A:",chain,tasty
398,"Q: Which word rhymes with the word ""invite"", ""flight"" or ""uncle""?
A:",flight,uncle
399,"Q: Which word rhymes with the word ""van"", ""man"" or ""annoyed""?
A:",man,annoyed
400,"Q: Which word rhymes with the word ""style"", ""file"" or ""nearby""?
A:",file,nearby
401,"Q: Which word rhymes with the word ""lose"", ""choose"" or ""open""?
A:",choose,open
402,"Q: Which word rhymes with the word ""war"", ""believe"" or ""door""?
A:",door,believe
403,"Q: Which word rhymes with the word ""short"", ""support"" or ""fill""?
A:",support,fill
404,"Q: Which word rhymes with the word ""charge"", ""certificate"" or ""large""?
A:",large,certificate
405,"Q: Which word rhymes with the word ""change"", ""dad"" or ""strange""?
A:",strange,dad
406,"Q: Which word rhymes with the word ""son"", ""sun"" or ""collect""?
A:",sun,collect
407,"Q: Which word rhymes with the word ""wonder"", ""pleased"" or ""thunder""?
A:",thunder,pleased
408,"Q: Which word rhymes with the word ""mean"", ""green"" or ""assignment""?
A:",green,assignment
409,"Q: Which word rhymes with the word ""plastic"", ""guest"" or ""fantastic""?
A:",fantastic,guest
410,"Q: Which word rhymes with the word ""tower"", ""candle"" or ""flower""?
A:",flower,candle
411,"Q: Which word rhymes with the word ""dancer"", ""cancer"" or ""absolutely""?
A:",cancer,absolutely
412,"Q: Which word rhymes with the word ""fur"", ""per"" or ""server""?
A:",per,server
413,"Q: Which word rhymes with the word ""let"", ""cigarette"" or ""greeting""?
A:",cigarette,greeting
414,"Q: Which word rhymes with the word ""improve"", ""angrily"" or ""remove""?
A:",remove,angrily
415,"Q: Which word rhymes with the word ""wing"", ""thing"" or ""picture""?
A:",thing,picture
416,"Q: Which word rhymes with the word ""apartment"", ""despite"" or ""department""?
A:",department,despite
417,"Q: Which word rhymes with the word ""rough"", ""stuff"" or ""monkey""?
A:",stuff,monkey
418,"Q: Which word rhymes with the word ""son"", ""sun"" or ""corn""?
A:",sun,corn
419,"Q: Which word rhymes with the word ""view"", ""tired"" or ""zoo""?
A:",zoo,tired
420,"Q: Which word rhymes with the word ""drive"", ""recommend"" or ""alive""?
A:",alive,recommend
421,"Q: Which word rhymes with the word ""cent"", ""invent"" or ""sir""?
A:",invent,sir
422,"Q: Which word rhymes with the word ""juice"", ""loose"" or ""account""?
A:",loose,account
423,"Q: Which word rhymes with the word ""sit"", ""pair"" or ""kit""?
A:",kit,pair
424,"Q: Which word rhymes with the word ""skate"", ""hate"" or ""excitement""?
A:",hate,excitement
425,"Q: Which word rhymes with the word ""fix"", ""mix"" or ""singular""?
A:",mix,singular
426,"Q: Which word rhymes with the word ""son"", ""run"" or ""nowadays""?
A:",run,nowadays
427,"Q: Which word rhymes with the word ""hit"", ""boat"" or ""fit""?
A:",fit,boat
428,"Q: Which word rhymes with the word ""dancer"", ""gray"" or ""answer""?
A:",answer,gray
429,"Q: Which word rhymes with the word ""win"", ""balcony"" or ""pin""?
A:",pin,balcony
430,"Q: Which word rhymes with the word ""wife"", ""life"" or ""cereal""?
A:",life,cereal
431,"Q: Which word rhymes with the word ""slip"", ""tip"" or ""cook""?
A:",tip,cook
432,"Q: Which word rhymes with the word ""loud"", ""proud"" or ""student""?
A:",proud,student
433,"Q: Which word rhymes with the word ""key"", ""hidden"" or ""ski""?
A:",ski,hidden
434,"Q: Which word rhymes with the word ""south"", ""shoot"" or ""mouth""?
A:",mouth,shoot
435,"Q: Which word rhymes with the word ""preparation"", ""young"" or ""immigration""?
A:",immigration,young
436,"Q: Which word rhymes with the word ""quarter"", ""annoy"" or ""reporter""?
A:",reporter,annoy
437,"Q: Which word rhymes with the word ""morning"", ""alike"" or ""warning""?
A:",warning,alike
438,"Q: Which word rhymes with the word ""imagination"", ""postpone"" or ""explanation""?
A:",explanation,postpone
439,"Q: Which word rhymes with the word ""correction"", ""connection"" or ""professional""?
A:",connection,professional
440,"Q: Which word rhymes with the word ""hotel"", ""spell"" or ""racket""?
A:",spell,racket
441,"Q: Which word rhymes with the word ""take"", ""unemployed"" or ""make""?
A:",make,unemployed
442,"Q: Which word rhymes with the word ""bye"", ""luxury"" or ""high""?
A:",high,luxury
443,"Q: Which word rhymes with the word ""chair"", ""pair"" or ""blank""?
A:",pair,blank
444,"Q: Which word rhymes with the word ""sleep"", ""helicopter"" or ""steep""?
A:",steep,helicopter
445,"Q: Which word rhymes with the word ""damn"", ""girlfriend"" or ""exam""?
A:",exam,girlfriend
446,"Q: Which word rhymes with the word ""section"", ""hostel"" or ""election""?
A:",election,hostel
447,"Q: Which word rhymes with the word ""bat"", ""hat"" or ""frog""?
A:",hat,frog
448,"Q: Which word rhymes with the word ""would"", ""should"" or ""freeze""?
A:",should,freeze
449,"Q: Which word rhymes with the word ""double"", ""wife"" or ""trouble""?
A:",trouble,wife
450,"Q: Which word rhymes with the word ""court"", ""childhood"" or ""short""?
A:",short,childhood
451,"Q: Which word rhymes with the word ""vacation"", ""foggy"" or ""operation""?
A:",operation,foggy
452,"Q: Which word rhymes with the word ""sand"", ""stand"" or ""luck""?
A:",stand,luck
453,"Q: Which word rhymes with the word ""select"", ""used"" or ""correct""?
A:",correct,used
454,"Q: Which word rhymes with the word ""percent"", ""invent"" or ""weekly""?
A:",invent,weekly
455,"Q: Which word rhymes with the word ""mouse"", ""street"" or ""blouse""?
A:",blouse,street
456,"Q: Which word rhymes with the word ""fan"", ""man"" or ""invent""?
A:",man,invent
457,"Q: Which word rhymes with the word ""plain"", ""rain"" or ""sheet""?
A:",rain,sheet
458,"Q: Which word rhymes with the word ""clock"", ""title"" or ""rock""?
A:",rock,title
459,"Q: Which word rhymes with the word ""alone"", ""stone"" or ""delicious""?
A:",stone,delicious
460,"Q: Which word rhymes with the word ""dive"", ""spinach"" or ""arrive""?
A:",arrive,spinach
461,"Q: Which word rhymes with the word ""proud"", ""cloud"" or ""shoulder""?
A:",cloud,shoulder
462,"Q: Which word rhymes with the word ""own"", ""bone"" or ""therefore""?
A:",bone,therefore
463,"Q: Which word rhymes with the word ""pay"", ""bay"" or ""knife""?
A:",bay,knife
464,"Q: Which word rhymes with the word ""dad"", ""glad"" or ""checkout""?
A:",glad,checkout
465,"Q: Which word rhymes with the word ""fruit"", ""grandparent"" or ""shoot""?
A:",shoot,grandparent
466,"Q: Which word rhymes with the word ""champagne"", ""complain"" or ""squash""?
A:",complain,squash
467,"Q: Which word rhymes with the word ""loud"", ""crowd"" or ""divorced""?
A:",crowd,divorced
468,"Q: Which word rhymes with the word ""gram"", ""blogger"" or ""jam""?
A:",jam,blogger
469,"Q: Which word rhymes with the word ""complete"", ""challenge"" or ""beat""?
A:",beat,challenge
470,"Q: Which word rhymes with the word ""unemployed"", ""avoid"" or ""sky""?
A:",avoid,sky
471,"Q: Which word rhymes with the word ""snow"", ""public"" or ""owe""?
A:",owe,public
472,"Q: Which word rhymes with the word ""thick"", ""trick"" or ""hot""?
A:",trick,hot
473,"Q: Which word rhymes with the word ""shorts"", ""sports"" or ""atmosphere""?
A:",sports,atmosphere
474,"Q: Which word rhymes with the word ""strong"", ""volume"" or ""wrong""?
A:",wrong,volume
475,"Q: Which word rhymes with the word ""front"", ""penny"" or ""hunt""?
A:",hunt,penny
476,"Q: Which word rhymes with the word ""jet"", ""dancer"" or ""let""?
A:",let,dancer
477,"Q: Which word rhymes with the word ""proud"", ""select"" or ""crowd""?
A:",crowd,select
478,"Q: Which word rhymes with the word ""crew"", ""few"" or ""development""?
A:",few,development
479,"Q: Which word rhymes with the word ""main"", ""heel"" or ""explain""?
A:",explain,heel
